,trace_id,svc_name,cluster_id,my_span_id,parent_span_id,load,last_load,avg_load,st,et,rt,call_size
122,892e3489b868c92e4f43952a2ac64fcc,reviews-v3,0,a9c97cc096952d7b,4f43952a2ac64fcc,10,10,10,1697157722806,1697157722811,5,0
123,ff67f701c35d174bc615337864cb5a6e,ratings-v1,0,c4b9807cff405804,84d977393d7ccc43,19,19,19,1697157722844,1697157722846,2,0
124,ff67f701c35d174bc615337864cb5a6e,details-v1,0,801564d08600f8a6,c615337864cb5a6e,16,16,16,1697157722830,1697157722833,3,0
125,ff67f701c35d174bc615337864cb5a6e,productpage-v1,0,c615337864cb5a6e,,22,22,22,1697157722815,1697157722856,41,0
126,ff67f701c35d174bc615337864cb5a6e,reviews-v3,0,84d977393d7ccc43,c615337864cb5a6e,10,10,10,1697157722843,1697157722848,5,0
127,b8e96f23fd5b5fab5ba1cb54a87aae71,ratings-v1,0,efd39d12317ff260,1cab1574f4366b95,19,19,19,1697157722845,1697157722846,1,0
128,b8e96f23fd5b5fab5ba1cb54a87aae71,details-v1,0,c207f0c873366bdd,5ba1cb54a87aae71,16,16,16,1697157722773,1697157722816,43,0
129,b8e96f23fd5b5fab5ba1cb54a87aae71,productpage-v1,0,5ba1cb54a87aae71,,23,23,23,1697157722739,1697157722855,116,0
130,b8e96f23fd5b5fab5ba1cb54a87aae71,reviews-v3,0,1cab1574f4366b95,5ba1cb54a87aae71,11,11,11,1697157722843,1697157722848,5,0
131,e2a32215de6c3c4044c614bcdbd44bd1,ratings-v1,0,0f5f37d27b54acaa,2e7ab2c79b4d7da0,19,19,19,1697157722854,1697157722854,0,0
132,e2a32215de6c3c4044c614bcdbd44bd1,details-v1,0,cae85e09ffa2c884,44c614bcdbd44bd1,16,16,16,1697157722793,1697157722840,47,0
133,e2a32215de6c3c4044c614bcdbd44bd1,productpage-v1,0,44c614bcdbd44bd1,,23,23,23,1697157722775,1697157722880,105,0
134,e2a32215de6c3c4044c614bcdbd44bd1,reviews-v3,0,2e7ab2c79b4d7da0,44c614bcdbd44bd1,11,11,11,1697157722852,1697157722859,7,0
135,3e8c55b781f1d6793e8160000dfb54a0,ratings-v1,0,5fe48ddeef3d36cc,d5efd40e2cd0447c,19,19,19,1697157722860,1697157722861,1,0
136,3e8c55b781f1d6793e8160000dfb54a0,details-v1,0,d986bf144e24792c,3e8160000dfb54a0,16,16,16,1697157722814,1697157722817,3,0
137,3e8c55b781f1d6793e8160000dfb54a0,productpage-v1,0,3e8160000dfb54a0,,23,23,23,1697157722806,1697157722882,76,0
138,3e8c55b781f1d6793e8160000dfb54a0,reviews-v3,0,d5efd40e2cd0447c,3e8160000dfb54a0,11,11,11,1697157722858,1697157722862,4,0
139,5d5f55883436264c51e7f443cff8b162,ratings-v1,0,0363e4c5f9f3cc83,cb867802e236a044,19,19,19,1697157722878,1697157722879,1,0
140,5d5f55883436264c51e7f443cff8b162,details-v1,0,3b1788a9935ab05d,51e7f443cff8b162,15,15,15,1697157722839,1697157722841,2,0
141,5d5f55883436264c51e7f443cff8b162,productpage-v1,0,51e7f443cff8b162,,23,23,23,1697157722817,1697157722902,85,0
142,5d5f55883436264c51e7f443cff8b162,reviews-v3,0,cb867802e236a044,51e7f443cff8b162,11,11,11,1697157722858,1697157722888,30,0
143,23857f391b1de5bb96b582b4fe823dca,ratings-v1,0,b524b23c0a71d96b,02e8f81cbca9ed82,19,19,19,1697157722913,1697157722914,1,0
144,23857f391b1de5bb96b582b4fe823dca,details-v1,0,3f5ebda4a330521a,96b582b4fe823dca,16,16,16,1697157722875,1697157722878,3,0
145,23857f391b1de5bb96b582b4fe823dca,productpage-v1,0,96b582b4fe823dca,,23,23,23,1697157722858,1697157722919,61,0
146,23857f391b1de5bb96b582b4fe823dca,reviews-v3,0,02e8f81cbca9ed82,96b582b4fe823dca,10,10,10,1697157722897,1697157722915,18,0
147,d2ccd7cf050515ea7d5fe99cb62fa893,ratings-v1,0,6cba864dfed77773,8ed2b1c39f7c875b,19,19,19,1697157722918,1697157722919,1,0
148,d2ccd7cf050515ea7d5fe99cb62fa893,details-v1,0,54c91baec1f96497,7d5fe99cb62fa893,16,16,16,1697157722898,1697157722899,1,0
149,d2ccd7cf050515ea7d5fe99cb62fa893,productpage-v1,0,7d5fe99cb62fa893,,23,23,23,1697157722886,1697157722943,57,0
150,d2ccd7cf050515ea7d5fe99cb62fa893,reviews-v3,0,8ed2b1c39f7c875b,7d5fe99cb62fa893,10,10,10,1697157722916,1697157722921,5,0
151,e145211695a8d64f6d4453f57a686fd6,ratings-v1,0,856fb284ca233d3c,391d6b236d865d4e,19,19,19,1697157722919,1697157722921,2,0
152,e145211695a8d64f6d4453f57a686fd6,details-v1,0,024d6b56090007e6,6d4453f57a686fd6,16,16,16,1697157722901,1697157722903,2,0
153,e145211695a8d64f6d4453f57a686fd6,productpage-v1,0,6d4453f57a686fd6,,22,22,22,1697157722882,1697157722945,63,0
154,e145211695a8d64f6d4453f57a686fd6,reviews-v3,0,391d6b236d865d4e,6d4453f57a686fd6,10,10,10,1697157722916,1697157722923,7,0
155,175a3b6b845e705a7d33b0dbc5be46e1,ratings-v1,0,9c6d55cfd6c6d9fa,f70ed6da8ce6a7a8,19,19,19,1697157722930,1697157722931,1,0
156,175a3b6b845e705a7d33b0dbc5be46e1,details-v1,0,72a5a1d3153ba473,7d33b0dbc5be46e1,16,16,16,1697157722917,1697157722918,1,0
157,175a3b6b845e705a7d33b0dbc5be46e1,productpage-v1,0,7d33b0dbc5be46e1,,22,22,22,1697157722905,1697157722944,39,0
158,175a3b6b845e705a7d33b0dbc5be46e1,reviews-v3,0,f70ed6da8ce6a7a8,7d33b0dbc5be46e1,10,10,10,1697157722928,1697157722932,4,0
159,2bb98bb838ca347fecfe3b86db351856,ratings-v1,0,f33c1eae6ac0a2ce,275d17f4d76e635f,19,19,19,1697157722944,1697157722945,1,0
160,2bb98bb838ca347fecfe3b86db351856,details-v1,0,851077f7ad5cb525,ecfe3b86db351856,15,15,15,1697157722874,1697157722920,46,0
161,2bb98bb838ca347fecfe3b86db351856,productpage-v1,0,ecfe3b86db351856,,22,22,22,1697157722857,1697157722974,117,0
162,2bb98bb838ca347fecfe3b86db351856,reviews-v3,0,275d17f4d76e635f,ecfe3b86db351856,10,10,10,1697157722942,1697157722946,4,0
163,f957c76b02f86845e24ef3ff4aa9a1c2,ratings-v1,0,a54ad4da4e525509,a8c26679864d6559,19,19,19,1697157722970,1697157722971,1,0
164,f957c76b02f86845e24ef3ff4aa9a1c2,details-v1,0,ca744c9a9b637a7a,e24ef3ff4aa9a1c2,15,15,15,1697157722942,1697157722944,2,0
165,f957c76b02f86845e24ef3ff4aa9a1c2,productpage-v1,0,e24ef3ff4aa9a1c2,,23,23,23,1697157722922,1697157722989,67,0
166,f957c76b02f86845e24ef3ff4aa9a1c2,reviews-v3,0,a8c26679864d6559,e24ef3ff4aa9a1c2,10,10,10,1697157722967,1697157722973,6,0
167,af4a7bdf8ab0ce4ba6268f1c22591b74,ratings-v1,0,697376259be461d4,1c53e5714dab2d87,19,19,19,1697157722996,1697157722997,1,0
168,af4a7bdf8ab0ce4ba6268f1c22591b74,details-v1,0,09cb12e014c2b405,a6268f1c22591b74,15,15,15,1697157722962,1697157722964,2,0
169,af4a7bdf8ab0ce4ba6268f1c22591b74,productpage-v1,0,a6268f1c22591b74,,22,22,22,1697157722946,1697157723016,70,0
170,af4a7bdf8ab0ce4ba6268f1c22591b74,reviews-v3,0,1c53e5714dab2d87,a6268f1c22591b74,10,10,10,1697157722988,1697157722999,11,0
171,3df8aacb3bc82301ea1c92afd66ae42a,ratings-v1,0,dd6039af8d684a1c,f1a14f244a2787ba,19,19,19,1697157723021,1697157723023,2,0
172,3df8aacb3bc82301ea1c92afd66ae42a,details-v1,0,e84e2678c1191a81,ea1c92afd66ae42a,15,15,15,1697157722982,1697157722987,5,0
173,3df8aacb3bc82301ea1c92afd66ae42a,productpage-v1,0,ea1c92afd66ae42a,,23,23,23,1697157722948,1697157723044,96,0
174,3df8aacb3bc82301ea1c92afd66ae42a,reviews-v3,0,f1a14f244a2787ba,ea1c92afd66ae42a,10,10,10,1697157723017,1697157723024,7,0
175,1164d6633b802ec8586eed234af60e52,ratings-v1,0,30154c0b2482f199,9c83207c03d3811d,19,19,19,1697157723020,1697157723022,2,0
176,1164d6633b802ec8586eed234af60e52,details-v1,0,9829a29bf5387465,586eed234af60e52,15,15,15,1697157722992,1697157722995,3,0
177,1164d6633b802ec8586eed234af60e52,productpage-v1,0,586eed234af60e52,,23,23,23,1697157722976,1697157723035,59,0
178,1164d6633b802ec8586eed234af60e52,reviews-v3,0,9c83207c03d3811d,586eed234af60e52,11,11,11,1697157723017,1697157723024,7,0
179,18e04abb56bc5d59a8c0c61eb8ff6790,ratings-v1,0,e2b437d2f4693c62,2b4eb11f42ed0e94,19,19,19,1697157723032,1697157723033,1,0
180,18e04abb56bc5d59a8c0c61eb8ff6790,details-v1,0,3f3061bc537a13b4,a8c0c61eb8ff6790,16,16,16,1697157722983,1697157722987,4,0
181,18e04abb56bc5d59a8c0c61eb8ff6790,productpage-v1,0,a8c0c61eb8ff6790,,22,22,22,1697157722948,1697157723044,96,0
