ca3d6fd66e47838ae81097f23b2a203a,reviews-v3,0,a83f83e3df49c1f2,e81097f23b2a203a,1,1697095032011,1697095032043,32,0
ca3d6fd66e47838ae81097f23b2a203a,details-v1,0,94e96392c6095cea,e81097f23b2a203a,1,1697095031987,1697095031995,8,0
ca3d6fd66e47838ae81097f23b2a203a,productpage-v1,0,e81097f23b2a203a,,1,1697095031953,1697095032062,109,0
ca3d6fd66e47838ae81097f23b2a203a,ratings-v1,0,162725900093be40,a83f83e3df49c1f2,-2,1697095032032,1697095032038,6,0
6d44bed78673a5ce1704149c06cda439,reviews-v3,0,e2b66020ecc81bed,1704149c06cda439,3,1697095032021,1697095032043,22,0
6d44bed78673a5ce1704149c06cda439,details-v1,0,e27b3c55c49619d6,1704149c06cda439,2,1697095031995,1697095032002,7,0
6d44bed78673a5ce1704149c06cda439,productpage-v1,0,1704149c06cda439,,3,1697095031955,1697095032059,104,0
6d44bed78673a5ce1704149c06cda439,ratings-v1,0,4d42bc8f0af7ea9e,e2b66020ecc81bed,-1,1697095032033,1697095032039,6,0
bd87f193461c9a3e9a6ebaff7e605c7c,reviews-v3,0,aa02a5ed4114947a,9a6ebaff7e605c7c,4,1697095032023,1697095032043,20,0
bd87f193461c9a3e9a6ebaff7e605c7c,details-v1,0,a5cf24be20abfec0,9a6ebaff7e605c7c,2,1697095031998,1697095032001,3,0
bd87f193461c9a3e9a6ebaff7e605c7c,productpage-v1,0,9a6ebaff7e605c7c,,4,1697095031956,1697095032065,109,0
bd87f193461c9a3e9a6ebaff7e605c7c,ratings-v1,0,c02f4884211ad7a6,aa02a5ed4114947a,0,1697095032034,1697095032039,5,0
4945c0d86c908804d43de669cf856081,reviews-v3,0,23e0bed4100aba96,d43de669cf856081,0,1697095032005,1697095032044,39,0
4945c0d86c908804d43de669cf856081,details-v1,0,0bb8b28aa7808cf2,d43de669cf856081,0,1697095031977,1697095031987,10,0
4945c0d86c908804d43de669cf856081,productpage-v1,0,d43de669cf856081,,0,1697095031951,1697095032058,107,0
4945c0d86c908804d43de669cf856081,ratings-v1,0,f55342fdbee6d725,23e0bed4100aba96,-3,1697095032040,1697095032041,1,0
a433999e713671e09b2bcb01f6c7bcec,reviews-v3,0,f9290d92a785ca19,9b2bcb01f6c7bcec,0,1697095032117,1697095032132,15,0
a433999e713671e09b2bcb01f6c7bcec,details-v1,0,e8d826a23eda522d,9b2bcb01f6c7bcec,0,1697095032092,1697095032094,2,0
a433999e713671e09b2bcb01f6c7bcec,productpage-v1,0,9b2bcb01f6c7bcec,,4,1697095032062,1697095032150,88,0
a433999e713671e09b2bcb01f6c7bcec,ratings-v1,0,d8f84230dad39d84,f9290d92a785ca19,-3,1697095032123,1697095032124,1,0
ab3ce58baa9bb7dc6dedcf9bac9e3b01,reviews-v3,0,43e3040bc17b3f8e,6dedcf9bac9e3b01,0,1697095032136,1697095032142,6,0
ab3ce58baa9bb7dc6dedcf9bac9e3b01,details-v1,0,1b39a6a7e90639d8,6dedcf9bac9e3b01,1,1697095032110,1697095032114,4,0
ab3ce58baa9bb7dc6dedcf9bac9e3b01,productpage-v1,0,6dedcf9bac9e3b01,,3,1697095032065,1697095032151,86,0
ab3ce58baa9bb7dc6dedcf9bac9e3b01,ratings-v1,0,363f93578a412c8a,43e3040bc17b3f8e,-3,1697095032138,1697095032139,1,0
9a5613e804825fa6a8b95716d34d8861,reviews-v3,0,bbb69a8c28d260ac,a8b95716d34d8861,1,1697095032136,1697095032141,5,0
9a5613e804825fa6a8b95716d34d8861,details-v1,0,674fc142b1c8eb60,a8b95716d34d8861,0,1697095032085,1697095032086,1,0
9a5613e804825fa6a8b95716d34d8861,productpage-v1,0,a8b95716d34d8861,,3,1697095032061,1697095032149,88,0
9a5613e804825fa6a8b95716d34d8861,ratings-v1,0,f6a717b898e3856b,bbb69a8c28d260ac,-2,1697095032139,1697095032140,1,0
586b0d8fd9f60d1291c6bc4899c40fd6,reviews-v3,0,55ecf34cfb72502f,91c6bc4899c40fd6,2,1697095032139,1697095032145,6,0
586b0d8fd9f60d1291c6bc4899c40fd6,details-v1,0,89eb3aacf7639c0c,91c6bc4899c40fd6,0,1697095032109,1697095032112,3,0
586b0d8fd9f60d1291c6bc4899c40fd6,productpage-v1,0,91c6bc4899c40fd6,,4,1697095032081,1697095032170,89,0
586b0d8fd9f60d1291c6bc4899c40fd6,ratings-v1,0,f7784a3f338ce018,55ecf34cfb72502f,-3,1697095032142,1697095032143,1,0
6ddcad9733c6a48e48a2c9138696d8dc,reviews-v3,0,e3c54a37efe998f1,48a2c9138696d8dc,0,1697095032154,1697095032158,4,0
6ddcad9733c6a48e48a2c9138696d8dc,details-v1,0,33b0fc8a8ddac44e,48a2c9138696d8dc,0,1697095032116,1697095032119,3,0
6ddcad9733c6a48e48a2c9138696d8dc,productpage-v1,0,48a2c9138696d8dc,,4,1697095032067,1697095032174,107,0
6ddcad9733c6a48e48a2c9138696d8dc,ratings-v1,0,53817db6e93321b3,e3c54a37efe998f1,-3,1697095032156,1697095032157,1,0
42fb9b80f678b120c01e1a71eefbb1a7,reviews-v3,0,a57370301f6ffc92,c01e1a71eefbb1a7,0,1697095032203,1697095032214,11,0
42fb9b80f678b120c01e1a71eefbb1a7,details-v1,0,662bcd581d37e168,c01e1a71eefbb1a7,0,1697095032178,1697095032179,1,0
42fb9b80f678b120c01e1a71eefbb1a7,productpage-v1,0,c01e1a71eefbb1a7,,3,1697095032150,1697095032238,88,0
42fb9b80f678b120c01e1a71eefbb1a7,ratings-v1,0,fc72cb4b2d2b6ac4,a57370301f6ffc92,-3,1697095032206,1697095032208,2,0
c16d770840260d9528b85de4dcae3374,reviews-v3,0,b6ab06290d2e7527,28b85de4dcae3374,2,1697095032208,1697095032216,8,0
c16d770840260d9528b85de4dcae3374,details-v1,0,b23f3e12ee9af147,28b85de4dcae3374,1,1697095032199,1697095032203,4,0
c16d770840260d9528b85de4dcae3374,productpage-v1,0,28b85de4dcae3374,,4,1697095032173,1697095032236,63,0
c16d770840260d9528b85de4dcae3374,ratings-v1,0,c6264283d3bd1c50,b6ab06290d2e7527,-3,1697095032211,1697095032215,4,0
e9673fe6fe15503e8e8316487d7c6422,reviews-v3,0,546cf3cb5241d72d,8e8316487d7c6422,0,1697095032218,1697095032224,6,0
e9673fe6fe15503e8e8316487d7c6422,details-v1,0,a853cf7a6d308030,8e8316487d7c6422,1,1697095032204,1697095032208,4,0
e9673fe6fe15503e8e8316487d7c6422,productpage-v1,0,8e8316487d7c6422,,4,1697095032176,1697095032251,75,0
e9673fe6fe15503e8e8316487d7c6422,ratings-v1,0,463f37fea99763f1,546cf3cb5241d72d,-3,1697095032221,1697095032222,1,0
d1e2e08d7e91b21a87e477932515f430,reviews-v3,0,71ce557006c73983,87e477932515f430,0,1697095032276,1697095032283,7,0
d1e2e08d7e91b21a87e477932515f430,details-v1,0,3162063789d8e305,87e477932515f430,0,1697095032252,1697095032255,3,0
d1e2e08d7e91b21a87e477932515f430,productpage-v1,0,87e477932515f430,,4,1697095032237,1697095032296,59,0
d1e2e08d7e91b21a87e477932515f430,ratings-v1,0,9b1d25fa734cdb58,71ce557006c73983,-3,1697095032279,1697095032280,1,0
4cee35a6b490a8879a8ded34d3961b46,reviews-v3,0,3d729c0c4acca17e,9a8ded34d3961b46,1,1697095032276,1697095032283,7,0
4cee35a6b490a8879a8ded34d3961b46,details-v1,0,a7cfe5c138b56636,9a8ded34d3961b46,2,1697095032254,1697095032261,7,0
